file_path,emotion,actor_id,transcript
..\data\Actor_06\03-01-03-01-01-02-06.wav,happy,6,Kids are talking by the door.
..\data\Actor_06\03-01-03-01-02-01-06.wav,happy,6,Dogs are sitting by the door.
..\data\Actor_06\03-01-03-01-02-02-06.wav,happy,6,Dogs are sitting by the door.
..\data\Actor_06\03-01-03-02-01-01-06.wav,happy,6,Kids are talking by the door!
..\data\Actor_06\03-01-03-02-01-02-06.wav,happy,6,Kids are talking by the door!
..\data\Actor_06\03-01-03-02-02-01-06.wav,happy,6,Dogs are sitting by the door!
..\data\Actor_06\03-01-03-02-02-02-06.wav,happy,6,Dogs are sitting by the door!
..\data\Actor_06\03-01-04-01-01-01-06.wav,sad,6,Kids are talking by the door.
..\data\Actor_06\03-01-04-01-01-02-06.wav,sad,6,Kids are talking by the door.
..\data\Actor_06\03-01-04-01-02-01-06.wav,sad,6,Dogs are sitting by the door.
..\data\Actor_06\03-01-04-01-02-02-06.wav,sad,6,Dogs are sitting by the door.
..\data\Actor_06\03-01-04-02-01-01-06.wav,sad,6,Kids are talking by the door!
..\data\Actor_06\03-01-04-02-01-02-06.wav,sad,6,Kids are talking by the door.
..\data\Actor_06\03-01-04-02-02-01-06.wav,sad,6,Don't are sitting by the door.
..\data\Actor_06\03-01-04-02-02-02-06.wav,sad,6,Dogs are sitting by the door.
..\data\Actor_06\03-01-05-01-01-01-06.wav,angry,6,Kids are talking by the door.
..\data\Actor_06\03-01-05-01-01-02-06.wav,angry,6,Kids are talking by the door.
..\data\Actor_06\03-01-05-01-02-01-06.wav,angry,6,Dogs are sitting by the door.
..\data\Actor_06\03-01-05-01-02-02-06.wav,angry,6,Dogs are sitting by the door.
..\data\Actor_06\03-01-05-02-01-01-06.wav,angry,6,Kids are talking by the door!
..\data\Actor_06\03-01-05-02-01-02-06.wav,angry,6,Kids are talking by the door!
..\data\Actor_06\03-01-05-02-02-01-06.wav,angry,6,Dogs are sitting by the door!
..\data\Actor_06\03-01-05-02-02-02-06.wav,angry,6,Dogs are sitting by the door!
..\data\Actor_06\03-01-06-01-01-01-06.wav,fearful,6,Kids are talking by the door.
..\data\Actor_06\03-01-06-01-01-02-06.wav,fearful,6,Kids are talking by the door.
..\data\Actor_06\03-01-06-01-02-01-06.wav,fearful,6,Dogs are sitting by the door.
..\data\Actor_06\03-01-06-01-02-02-06.wav,fearful,6,Dogs are sitting by the door.
..\data\Actor_06\03-01-06-02-01-01-06.wav,fearful,6,Kids are talking by the door!
..\data\Actor_06\03-01-06-02-01-02-06.wav,fearful,6,Kids are talking my door!
..\data\Actor_06\03-01-06-02-02-01-06.wav,fearful,6,Dogs are sitting by the door!
..\data\Actor_06\03-01-06-02-02-02-06.wav,fearful,6,Ducks are sitting by the door!
..\data\Actor_06\03-01-07-01-01-01-06.wav,disgust,6,Kids are talking by the door.
..\data\Actor_06\03-01-07-01-01-02-06.wav,disgust,6,Kids are talking by the door.
..\data\Actor_06\03-01-07-01-02-01-06.wav,disgust,6,Dogs are sitting by the door.
..\data\Actor_06\03-01-07-01-02-02-06.wav,disgust,6,Dogs are sitting by the door.
..\data\Actor_06\03-01-07-02-01-01-06.wav,disgust,6,Kids are talking by the door!
..\data\Actor_06\03-01-07-02-01-02-06.wav,disgust,6,Kids are talking by the door.
..\data\Actor_06\03-01-07-02-02-01-06.wav,disgust,6,Dogs are sitting by the door.
..\data\Actor_06\03-01-07-02-02-02-06.wav,disgust,6,Dogs are sitting by the door.
..\data\Actor_06\03-01-08-01-01-01-06.wav,surprised,6,Kids are talking by the door.
..\data\Actor_06\03-01-08-01-01-02-06.wav,surprised,6,Kids are talking by the door.
..\data\Actor_06\03-01-08-01-02-01-06.wav,surprised,6,Dogs are sitting by the door.
..\data\Actor_06\03-01-08-01-02-02-06.wav,surprised,6,Dogs are sitting by the door.
..\data\Actor_06\03-01-08-02-01-01-06.wav,surprised,6,Kids are talking by the door.
..\data\Actor_06\03-01-08-02-01-02-06.wav,surprised,6,Kids are talking by the door!
..\data\Actor_06\03-01-08-02-02-01-06.wav,surprised,6,Dogs are sitting by the door.
..\data\Actor_06\03-01-08-02-02-02-06.wav,surprised,6,Dogs are sitting by the door.
..\data\Actor_07\03-01-01-01-01-01-07.wav,neutral,7,Kids are talking by the door.
..\data\Actor_07\03-01-01-01-01-02-07.wav,neutral,7,Kids are talking by the door.
..\data\Actor_07\03-01-01-01-02-01-07.wav,neutral,7,Dogs are sitting by the door.
..\data\Actor_07\03-01-01-01-02-02-07.wav,neutral,7,Dogs are sitting by the door.
..\data\Actor_07\03-01-02-01-01-01-07.wav,calm,7,Kids are talking by the door.
..\data\Actor_07\03-01-02-01-01-02-07.wav,calm,7,Kids are talking by the door.
..\data\Actor_07\03-01-02-01-02-01-07.wav,calm,7,Dogs are sitting by the door.
..\data\Actor_07\03-01-02-01-02-02-07.wav,calm,7,Dogs are sitting by the door.
..\data\Actor_07\03-01-02-02-01-01-07.wav,calm,7,Kids are talking by the door.
..\data\Actor_07\03-01-02-02-01-02-07.wav,calm,7,Kids are talking by the door.
..\data\Actor_07\03-01-02-02-02-01-07.wav,calm,7,Dogs are sitting by the door.
..\data\Actor_07\03-01-02-02-02-02-07.wav,calm,7,Dogs are sitting by the door.
..\data\Actor_07\03-01-03-01-01-01-07.wav,happy,7,Kids are talking by the door.
..\data\Actor_07\03-01-03-01-01-02-07.wav,happy,7,Kids are talking by the door.
..\data\Actor_07\03-01-03-01-02-01-07.wav,happy,7,Dogs are sitting by the door.
..\data\Actor_07\03-01-03-01-02-02-07.wav,happy,7,Dogs are sitting by the door.
..\data\Actor_07\03-01-03-02-01-01-07.wav,happy,7,Kids are talking by the door.
..\data\Actor_07\03-01-03-02-01-02-07.wav,happy,7,KISS ARE TALKING BY THE DOOR!
..\data\Actor_07\03-01-03-02-02-01-07.wav,happy,7,Dogs are sitting by the door.
..\data\Actor_07\03-01-03-02-02-02-07.wav,happy,7,Dogs are sitting by the door.
..\data\Actor_07\03-01-04-01-01-01-07.wav,sad,7,Kids are talking by the door.
..\data\Actor_07\03-01-04-01-01-02-07.wav,sad,7,Kids are talking by the door.
..\data\Actor_07\03-01-04-01-02-01-07.wav,sad,7,Dogs are sitting by the door.
..\data\Actor_07\03-01-04-01-02-02-07.wav,sad,7,Dogs are sitting by the door.
..\data\Actor_07\03-01-04-02-01-01-07.wav,sad,7,Kids are talking by the door.
..\data\Actor_07\03-01-04-02-01-02-07.wav,sad,7,Kids are talking by the door.
..\data\Actor_07\03-01-04-02-02-01-07.wav,sad,7,Dogs are sitting by the door.
..\data\Actor_07\03-01-04-02-02-02-07.wav,sad,7,Dogs are sitting by the door.
..\data\Actor_07\03-01-05-01-01-01-07.wav,angry,7,Kids are talking by the door.
..\data\Actor_07\03-01-05-01-01-02-07.wav,angry,7,Kids are talking by the door.
..\data\Actor_07\03-01-05-01-02-01-07.wav,angry,7,Dogs are sitting by the door.
..\data\Actor_07\03-01-05-01-02-02-07.wav,angry,7,Dogs are sitting by the door.
..\data\Actor_07\03-01-05-02-01-01-07.wav,angry,7,Kids are talking by the door!
..\data\Actor_07\03-01-05-02-01-02-07.wav,angry,7,Kids are talking by the door!
..\data\Actor_07\03-01-05-02-02-01-07.wav,angry,7,Dogs are sitting by the door!
..\data\Actor_07\03-01-05-02-02-02-07.wav,angry,7,Dogs are sitting by the door.
..\data\Actor_07\03-01-06-01-01-01-07.wav,fearful,7,Kids are talking by the door.
..\data\Actor_07\03-01-06-01-01-02-07.wav,fearful,7,Kids are talking by the door.
..\data\Actor_07\03-01-06-01-02-01-07.wav,fearful,7,Dogs are sitting by the door.
..\data\Actor_07\03-01-06-01-02-02-07.wav,fearful,7,Dogs are sitting by the door.
..\data\Actor_07\03-01-06-02-01-01-07.wav,fearful,7,Kids are talking by the door!
..\data\Actor_07\03-01-06-02-01-02-07.wav,fearful,7,Kids are talking by the door!
..\data\Actor_07\03-01-06-02-02-01-07.wav,fearful,7,Dogs are sitting by the door!
..\data\Actor_07\03-01-06-02-02-02-07.wav,fearful,7,Dogs are sitting by the door!
..\data\Actor_07\03-01-07-01-01-01-07.wav,disgust,7,Kids are talking by the door.
..\data\Actor_07\03-01-07-01-01-02-07.wav,disgust,7,Kids are talking by the door.
..\data\Actor_07\03-01-07-01-02-01-07.wav,disgust,7,Dogs are sitting by the door.
..\data\Actor_07\03-01-07-01-02-02-07.wav,disgust,7,Dogs are sitting by the door.
..\data\Actor_07\03-01-07-02-01-01-07.wav,disgust,7,Kids are talking by the door.
..\data\Actor_07\03-01-07-02-01-02-07.wav,disgust,7,Kids are talking by the door.
..\data\Actor_07\03-01-07-02-02-01-07.wav,disgust,7,Dogs are sitting by the door.
..\data\Actor_07\03-01-07-02-02-02-07.wav,disgust,7,Dogs are sitting by the door.
..\data\Actor_07\03-01-08-01-01-01-07.wav,surprised,7,Kids are talking by the door.
..\data\Actor_07\03-01-08-01-01-02-07.wav,surprised,7,Kids are talking by the door.
..\data\Actor_07\03-01-08-01-02-01-07.wav,surprised,7,Dogs are sitting by the door.
..\data\Actor_07\03-01-08-01-02-02-07.wav,surprised,7,Dogs are sitting by the door.
..\data\Actor_07\03-01-08-02-01-01-07.wav,surprised,7,Cates are talking by the door.
..\data\Actor_07\03-01-08-02-01-02-07.wav,surprised,7,Kids are talking by the door?
..\data\Actor_07\03-01-08-02-02-01-07.wav,surprised,7,Dogs are sitting by the door!
..\data\Actor_07\03-01-08-02-02-02-07.wav,surprised,7,Dogs are sitting by the door.
..\data\Actor_08\03-01-01-01-01-01-08.wav,neutral,8,Kids are talking by the door.
..\data\Actor_08\03-01-01-01-01-02-08.wav,neutral,8,Kids are talking by the door.
..\data\Actor_08\03-01-01-01-02-01-08.wav,neutral,8,The dogs are sitting by the door.
..\data\Actor_08\03-01-01-01-02-02-08.wav,neutral,8,Dogs are sitting by the door.
..\data\Actor_08\03-01-02-01-01-01-08.wav,calm,8,Kids are talking by the door.
..\data\Actor_08\03-01-02-01-01-02-08.wav,calm,8,Kids are talking by the door.
..\data\Actor_08\03-01-02-01-02-01-08.wav,calm,8,Dogs are sitting by the door.
..\data\Actor_08\03-01-02-01-02-02-08.wav,calm,8,Dogs are sitting by the door.
..\data\Actor_08\03-01-02-02-01-01-08.wav,calm,8,Kids are talking by the door.
..\data\Actor_08\03-01-02-02-01-02-08.wav,calm,8,Kids are talking by the door.
..\data\Actor_08\03-01-02-02-02-01-08.wav,calm,8,Dogs are sitting by the door.
..\data\Actor_08\03-01-02-02-02-02-08.wav,calm,8,Dogs are sitting by the door.
..\data\Actor_08\03-01-03-01-01-01-08.wav,happy,8,Kids are talking by the door.
..\data\Actor_08\03-01-03-01-01-02-08.wav,happy,8,Kids are talking by the door.
..\data\Actor_08\03-01-03-01-02-01-08.wav,happy,8,Dogs are sitting by the door.
..\data\Actor_08\03-01-03-01-02-02-08.wav,happy,8,Dogs are sitting by the door.
..\data\Actor_08\03-01-03-02-01-01-08.wav,happy,8,Kids are talking by the door.
..\data\Actor_08\03-01-03-02-01-02-08.wav,happy,8,Kids are talking by the door.
..\data\Actor_08\03-01-03-02-02-01-08.wav,happy,8,Dogs are sitting by the door.
..\data\Actor_08\03-01-03-02-02-02-08.wav,happy,8,Dogs are sitting by the door.
..\data\Actor_08\03-01-04-01-01-01-08.wav,sad,8,Kids are talking by the door.
..\data\Actor_08\03-01-04-01-01-02-08.wav,sad,8,Kids are talking by the door.
..\data\Actor_08\03-01-04-01-02-01-08.wav,sad,8,The dogs are sitting by the door.
..\data\Actor_08\03-01-04-01-02-02-08.wav,sad,8,Docs are sitting by the door.
..\data\Actor_08\03-01-04-02-01-01-08.wav,sad,8,Kids are talking by the door.
..\data\Actor_08\03-01-04-02-01-02-08.wav,sad,8,Get their talking by the door.
..\data\Actor_08\03-01-04-02-02-01-08.wav,sad,8,Dogs are sitting by the door.
..\data\Actor_08\03-01-04-02-02-02-08.wav,sad,8,Dogs are sitting by the door.
..\data\Actor_08\03-01-05-01-01-01-08.wav,angry,8,Kids are talking by the door.
..\data\Actor_08\03-01-05-01-01-02-08.wav,angry,8,Kids are talking by the door.
..\data\Actor_08\03-01-05-01-02-01-08.wav,angry,8,Dogs are sitting by the door.
..\data\Actor_08\03-01-05-01-02-02-08.wav,angry,8,Dogs are sitting by the door.
..\data\Actor_08\03-01-05-02-01-01-08.wav,angry,8,Kids are talking by the door.
..\data\Actor_08\03-01-05-02-01-02-08.wav,angry,8,Kids are talking by the door!
..\data\Actor_08\03-01-05-02-02-01-08.wav,angry,8,Dogs are sitting by the door.
..\data\Actor_08\03-01-05-02-02-02-08.wav,angry,8,Dogs are sitting by the door.
..\data\Actor_08\03-01-06-01-01-01-08.wav,fearful,8,Kids are talking by the door.
..\data\Actor_08\03-01-06-01-01-02-08.wav,fearful,8,Kids are talking by the door.
..\data\Actor_08\03-01-06-01-02-01-08.wav,fearful,8,Dogs are sitting by the door.
..\data\Actor_08\03-01-06-01-02-02-08.wav,fearful,8,Dogs are sitting by the door.
..\data\Actor_08\03-01-06-02-01-01-08.wav,fearful,8,Kids are talking by the door!
..\data\Actor_08\03-01-06-02-01-02-08.wav,fearful,8,Kids are talking by the door!
..\data\Actor_08\03-01-06-02-02-01-08.wav,fearful,8,Dogs are sitting by the door!
..\data\Actor_08\03-01-06-02-02-02-08.wav,fearful,8,Dogs are sitting by the door!
..\data\Actor_08\03-01-07-01-01-01-08.wav,disgust,8,Kids are talking by the door.
..\data\Actor_08\03-01-07-01-01-02-08.wav,disgust,8,Kids are talking by the door.
..\data\Actor_08\03-01-07-01-02-01-08.wav,disgust,8,Dogs are sitting by the door.
..\data\Actor_08\03-01-07-01-02-02-08.wav,disgust,8,Dogs are sitting by the door.
..\data\Actor_08\03-01-07-02-01-01-08.wav,disgust,8,Kids are talking by the door.
..\data\Actor_08\03-01-07-02-01-02-08.wav,disgust,8,Kids are talking by the door.
..\data\Actor_08\03-01-07-02-02-01-08.wav,disgust,8,Dogs are sitting by the door.
..\data\Actor_08\03-01-07-02-02-02-08.wav,disgust,8,Dogs are sitting by the door.
..\data\Actor_08\03-01-08-01-01-01-08.wav,surprised,8,Kids are talking by the door.
..\data\Actor_08\03-01-08-01-01-02-08.wav,surprised,8,Kids are talking by the door.
..\data\Actor_08\03-01-08-01-02-01-08.wav,surprised,8,Dogs are sitting by the door.
..\data\Actor_08\03-01-08-01-02-02-08.wav,surprised,8,Dogs are sitting by the door.
..\data\Actor_08\03-01-08-02-01-01-08.wav,surprised,8,Kids are talking by the door!
..\data\Actor_08\03-01-08-02-01-02-08.wav,surprised,8,Kids are talking by the door.
..\data\Actor_08\03-01-08-02-02-01-08.wav,surprised,8,Dogs are sitting by the door.
..\data\Actor_08\03-01-08-02-02-02-08.wav,surprised,8,Dogs are sitting by the door.
..\data\Actor_09\03-01-01-01-01-01-09.wav,neutral,9,Kids are talking by the door.
..\data\Actor_09\03-01-01-01-01-02-09.wav,neutral,9,Kids are talking by the door.
..\data\Actor_09\03-01-01-01-02-01-09.wav,neutral,9,Dogs are sitting by the door.
..\data\Actor_09\03-01-01-01-02-02-09.wav,neutral,9,Dogs are sitting by the door.
..\data\Actor_09\03-01-02-01-01-01-09.wav,calm,9,Kids are talking by the door.
..\data\Actor_09\03-01-02-01-01-02-09.wav,calm,9,Kids who are talking about the door.
..\data\Actor_09\03-01-02-01-02-01-09.wav,calm,9,Dogs are sitting by the door.
..\data\Actor_09\03-01-02-01-02-02-09.wav,calm,9,Dogs are sitting by the door.
..\data\Actor_09\03-01-02-02-01-01-09.wav,calm,9,Kids who talk and buy the door.
..\data\Actor_09\03-01-02-02-01-02-09.wav,calm,9,"Okay, the kids are talking about the door."
..\data\Actor_09\03-01-02-02-02-01-09.wav,calm,9,Dogs are sitting by the door.
..\data\Actor_09\03-01-02-02-02-02-09.wav,calm,9,Dogs are sitting by the door.
..\data\Actor_09\03-01-03-01-01-01-09.wav,happy,9,Kids are talking by the door.
..\data\Actor_09\03-01-03-01-01-02-09.wav,happy,9,Kids are talking by the door.
..\data\Actor_09\03-01-03-01-02-01-09.wav,happy,9,Dogs are sitting by the door.
..\data\Actor_09\03-01-03-01-02-02-09.wav,happy,9,Dogs are sitting by the door.
..\data\Actor_09\03-01-03-02-01-01-09.wav,happy,9,Kids are talking by the door!
..\data\Actor_09\03-01-03-02-01-02-09.wav,happy,9,Kids are talking by the door!
..\data\Actor_09\03-01-03-02-02-01-09.wav,happy,9,Dogs are sitting by the door!
..\data\Actor_09\03-01-03-02-02-02-09.wav,happy,9,Dogs are sitting by the door.
..\data\Actor_09\03-01-04-01-01-01-09.wav,sad,9,Kids are talking by the door.
..\data\Actor_09\03-01-04-01-01-02-09.wav,sad,9,Kids are talking about it.
..\data\Actor_09\03-01-04-01-02-01-09.wav,sad,9,Dogs are sitting by the door.
..\data\Actor_09\03-01-04-01-02-02-09.wav,sad,9,The dogs are sitting by the door.
..\data\Actor_09\03-01-04-02-01-01-09.wav,sad,9,Kids are talking by the door.
..\data\Actor_09\03-01-04-02-01-02-09.wav,sad,9,So talking.
..\data\Actor_09\03-01-04-02-02-01-09.wav,sad,9,Talks are sitting by the door.
..\data\Actor_09\03-01-04-02-02-02-09.wav,sad,9,Dogs are sitting by the door.
..\data\Actor_09\03-01-05-01-01-01-09.wav,angry,9,Kids are talking by the door.
..\data\Actor_09\03-01-05-01-01-02-09.wav,angry,9,Kids are talking by the door.
..\data\Actor_09\03-01-05-01-02-01-09.wav,angry,9,Dogs are sitting by the door.
..\data\Actor_09\03-01-05-01-02-02-09.wav,angry,9,Dogs are sitting by the door.
..\data\Actor_09\03-01-05-02-01-01-09.wav,angry,9,Kids are talking by the door!
..\data\Actor_09\03-01-05-02-01-02-09.wav,angry,9,Kids are talking by the door!
..\data\Actor_09\03-01-05-02-02-01-09.wav,angry,9,Dogs are sitting by the door!
..\data\Actor_09\03-01-05-02-02-02-09.wav,angry,9,Dogs are sitting by the door!
..\data\Actor_09\03-01-06-01-01-01-09.wav,fearful,9,The kids are talking by the door.
..\data\Actor_09\03-01-06-01-01-02-09.wav,fearful,9,Kids are talking about the door.
..\data\Actor_09\03-01-06-01-02-01-09.wav,fearful,9,Dogs are sitting by the door.
..\data\Actor_09\03-01-06-01-02-02-09.wav,fearful,9,Thanks for sitting by the door.
..\data\Actor_09\03-01-06-02-01-01-09.wav,fearful,9,Kids are talking by the door.
..\data\Actor_09\03-01-06-02-01-02-09.wav,fearful,9,Kids are talking about a door.
..\data\Actor_09\03-01-06-02-02-01-09.wav,fearful,9,Dogs are sitting by the door.
..\data\Actor_09\03-01-06-02-02-02-09.wav,fearful,9,Don't you sitting by the door?
..\data\Actor_09\03-01-07-01-01-01-09.wav,disgust,9,Kids are talking by the door.
..\data\Actor_09\03-01-07-01-01-02-09.wav,disgust,9,Kids are talking about it over.
..\data\Actor_09\03-01-07-01-02-01-09.wav,disgust,9,Darks are sitting by the door.
..\data\Actor_09\03-01-07-01-02-02-09.wav,disgust,9,The dogs are sitting by the door.
..\data\Actor_09\03-01-07-02-01-01-09.wav,disgust,9,Kids are talking by the door.
..\data\Actor_09\03-01-07-02-01-02-09.wav,disgust,9,Kids are talking by the door.
..\data\Actor_09\03-01-07-02-02-01-09.wav,disgust,9,Dogs are sitting by the door.
..\data\Actor_09\03-01-07-02-02-02-09.wav,disgust,9,The guards are sitting by the door.
..\data\Actor_09\03-01-08-01-01-01-09.wav,surprised,9,Kids are talking by the door.
..\data\Actor_09\03-01-08-01-01-02-09.wav,surprised,9,Kids are talking by the door.
..\data\Actor_09\03-01-08-01-02-01-09.wav,surprised,9,Dogs are sitting by the door.
..\data\Actor_09\03-01-08-01-02-02-09.wav,surprised,9,Dogs are sitting by the door.
..\data\Actor_09\03-01-08-02-01-01-09.wav,surprised,9,Kids are talking by the door.
..\data\Actor_09\03-01-08-02-01-02-09.wav,surprised,9,Kids are talking by the door.
..\data\Actor_09\03-01-08-02-02-01-09.wav,surprised,9,Dogs are sitting by the door.
..\data\Actor_09\03-01-08-02-02-02-09.wav,surprised,9,Dogs are sitting by the door.
..\data\Actor_10\03-01-01-01-01-01-10.wav,neutral,10,Kids are talking by the door.
..\data\Actor_10\03-01-01-01-01-02-10.wav,neutral,10,Kids are talking by the door.
..\data\Actor_10\03-01-01-01-02-01-10.wav,neutral,10,Dogs are sitting by the door.
..\data\Actor_10\03-01-01-01-02-02-10.wav,neutral,10,Dogs are sitting by the door.
..\data\Actor_10\03-01-02-01-01-01-10.wav,calm,10,Kids are talking by the door.
..\data\Actor_10\03-01-02-01-01-02-10.wav,calm,10,Kids are talking by the door.
..\data\Actor_10\03-01-02-01-02-01-10.wav,calm,10,Dogs are sitting by the door.
..\data\Actor_10\03-01-02-01-02-02-10.wav,calm,10,Dogs are sitting by the door.
..\data\Actor_10\03-01-02-02-01-01-10.wav,calm,10,Kids are talking by the door.
..\data\Actor_10\03-01-02-02-01-02-10.wav,calm,10,Kids are talking by the door.
..\data\Actor_10\03-01-02-02-02-01-10.wav,calm,10,Dogs are sitting by the door.
..\data\Actor_10\03-01-02-02-02-02-10.wav,calm,10,Dogs are sitting by the door.
..\data\Actor_10\03-01-03-01-01-01-10.wav,happy,10,Kids are talking by the door.
..\data\Actor_10\03-01-03-01-01-02-10.wav,happy,10,Kids are talking by the door.
..\data\Actor_10\03-01-03-01-02-01-10.wav,happy,10,Dogs are sitting by the door.
..\data\Actor_10\03-01-03-01-02-02-10.wav,happy,10,Dogs are sitting by the door.
..\data\Actor_10\03-01-03-02-01-01-10.wav,happy,10,Kids are talking by the door!
..\data\Actor_10\03-01-03-02-01-02-10.wav,happy,10,Kids are talking by the door!
..\data\Actor_10\03-01-03-02-02-01-10.wav,happy,10,Dogs are sitting by the door!
..\data\Actor_10\03-01-03-02-02-02-10.wav,happy,10,Dogs are sitting by the door!
..\data\Actor_10\03-01-04-01-01-01-10.wav,sad,10,Kids are talking by the door.
..\data\Actor_10\03-01-04-01-01-02-10.wav,sad,10,Kids are talking by the door.
..\data\Actor_10\03-01-04-01-02-01-10.wav,sad,10,Dogs are sitting by the door.
..\data\Actor_10\03-01-04-01-02-02-10.wav,sad,10,Dogs are sitting by the door.
..\data\Actor_10\03-01-04-02-01-01-10.wav,sad,10,Kids are talking by the door.
..\data\Actor_10\03-01-04-02-01-02-10.wav,sad,10,Kids are talking by the door.
..\data\Actor_10\03-01-04-02-02-01-10.wav,sad,10,Dogs are sitting by the door.
..\data\Actor_10\03-01-04-02-02-02-10.wav,sad,10,Dog are sitting by the door.
..\data\Actor_10\03-01-05-01-01-01-10.wav,angry,10,Kids are talking by the door.
..\data\Actor_10\03-01-05-01-01-02-10.wav,angry,10,Kids are talking by the door.
..\data\Actor_10\03-01-05-01-02-01-10.wav,angry,10,Dogs are sitting by the door.
..\data\Actor_10\03-01-05-01-02-02-10.wav,angry,10,Dogs are sitting by the door.
..\data\Actor_10\03-01-05-02-01-01-10.wav,angry,10,Kids are talking by the door.
..\data\Actor_10\03-01-05-02-01-02-10.wav,angry,10,Kids are talking by the door!
..\data\Actor_10\03-01-05-02-02-01-10.wav,angry,10,Dogs are sitting by the door.
..\data\Actor_10\03-01-05-02-02-02-10.wav,angry,10,Dogs are sitting by the door.
..\data\Actor_10\03-01-06-01-01-01-10.wav,fearful,10,Kids are talking by the door.
..\data\Actor_10\03-01-06-01-01-02-10.wav,fearful,10,Kids are talking by the door.
..\data\Actor_10\03-01-06-01-02-01-10.wav,fearful,10,Dogs are sitting by the door.
..\data\Actor_10\03-01-06-01-02-02-10.wav,fearful,10,Dogs are sitting by the door.
..\data\Actor_10\03-01-06-02-01-01-10.wav,fearful,10,Kids are talking by the door.
..\data\Actor_10\03-01-06-02-01-02-10.wav,fearful,10,Kids are talking by the door.
..\data\Actor_10\03-01-06-02-02-01-10.wav,fearful,10,Dogs are sitting by the door.
..\data\Actor_10\03-01-06-02-02-02-10.wav,fearful,10,Dogs are sitting by the door.
..\data\Actor_10\03-01-07-01-01-01-10.wav,disgust,10,Kids are talking by the door.
..\data\Actor_10\03-01-07-01-01-02-10.wav,disgust,10,Kids are talking by the door.
..\data\Actor_10\03-01-07-01-02-01-10.wav,disgust,10,Dogs are sitting by the door.
..\data\Actor_10\03-01-07-01-02-02-10.wav,disgust,10,Dogs are sitting by the door.
..\data\Actor_10\03-01-07-02-01-01-10.wav,disgust,10,Kids are talking by the door!
..\data\Actor_10\03-01-07-02-01-02-10.wav,disgust,10,Kids are talking by the door.
..\data\Actor_10\03-01-07-02-02-01-10.wav,disgust,10,Dogs are sitting by the door.
..\data\Actor_10\03-01-07-02-02-02-10.wav,disgust,10,Dogs are sitting by the door!
..\data\Actor_10\03-01-08-01-01-01-10.wav,surprised,10,Kids are talking by the door.
..\data\Actor_10\03-01-08-01-01-02-10.wav,surprised,10,Kids are talking by the door.
..\data\Actor_10\03-01-08-01-02-01-10.wav,surprised,10,Dogs are sitting by the door.
..\data\Actor_10\03-01-08-01-02-02-10.wav,surprised,10,Dogs are sitting by the door.
..\data\Actor_10\03-01-08-02-01-01-10.wav,surprised,10,Kids are talking by the door.
..\data\Actor_10\03-01-08-02-01-02-10.wav,surprised,10,Kids are talking by the door.
..\data\Actor_10\03-01-08-02-02-01-10.wav,surprised,10,Dogs are sitting by the door.
..\data\Actor_10\03-01-08-02-02-02-10.wav,surprised,10,Dogs are sitting by the door.
..\data\Actor_11\03-01-01-01-01-01-11.wav,neutral,11,Kids are talking by the door.
..\data\Actor_11\03-01-01-01-01-02-11.wav,neutral,11,Kids are talking by the door.
..\data\Actor_11\03-01-01-01-02-01-11.wav,neutral,11,Dogs are sitting by the door.
..\data\Actor_11\03-01-01-01-02-02-11.wav,neutral,11,Dogs are sitting by the door.
..\data\Actor_11\03-01-02-01-01-01-11.wav,calm,11,Kids are talking by the door.
..\data\Actor_11\03-01-02-01-01-02-11.wav,calm,11,Kids are talking by the door.
..\data\Actor_11\03-01-02-01-02-01-11.wav,calm,11,Dogs are sitting by the door.
..\data\Actor_11\03-01-02-01-02-02-11.wav,calm,11,Dogs are sitting by the door.
..\data\Actor_11\03-01-02-02-01-01-11.wav,calm,11,Kids are talking by the door.
..\data\Actor_11\03-01-02-02-01-02-11.wav,calm,11,Kids are talking by the door.
..\data\Actor_11\03-01-02-02-02-01-11.wav,calm,11,Dogs are sitting by the door.
..\data\Actor_11\03-01-02-02-02-02-11.wav,calm,11,Dogs are sitting by the door.
..\data\Actor_11\03-01-03-01-01-01-11.wav,happy,11,Kids are talking by the door.
..\data\Actor_11\03-01-03-01-01-02-11.wav,happy,11,Kids are talking by the door.
..\data\Actor_11\03-01-03-01-02-01-11.wav,happy,11,Dogs are sitting by the door.
..\data\Actor_11\03-01-03-01-02-02-11.wav,happy,11,Dogs are sitting by the door.
..\data\Actor_11\03-01-03-02-01-01-11.wav,happy,11,Kids are talking by the door.
..\data\Actor_11\03-01-03-02-01-02-11.wav,happy,11,Kids are talking by the door.
..\data\Actor_11\03-01-03-02-02-01-11.wav,happy,11,Dogs are sitting by the door.
..\data\Actor_11\03-01-03-02-02-02-11.wav,happy,11,Dogs are sitting by the door.
..\data\Actor_11\03-01-04-01-01-01-11.wav,sad,11,Kids are talking by the door.
..\data\Actor_11\03-01-04-01-01-02-11.wav,sad,11,Kids are talking by the door.
..\data\Actor_11\03-01-04-01-02-01-11.wav,sad,11,Dogs are sitting by the door.
..\data\Actor_11\03-01-04-01-02-02-11.wav,sad,11,Dogs are sitting by the door.
..\data\Actor_11\03-01-04-02-01-01-11.wav,sad,11,Kids are talking by the door.
..\data\Actor_11\03-01-04-02-01-02-11.wav,sad,11,These kids are talking by the door.
..\data\Actor_11\03-01-04-02-02-01-11.wav,sad,11,Dogs are sitting by the door.
